Age,DailyRate,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Attrition
45,192,10,1,3,1,4,2654,2,8,3,2,2,2,2,No
52,1490,4,4,3,4,4,16555,0,31,2,1,5,2,4,No
42,532,29,1,3,2,3,4556,1,19,3,3,5,4,2,No
30,317,2,3,1,2,4,6091,0,11,2,3,5,4,2,No
60,422,7,1,3,5,1,19566,0,33,5,1,29,8,10,No
46,1485,18,3,3,2,3,4810,1,19,5,2,10,7,8,No
42,1368,28,4,2,2,4,4523,3,7,4,4,6,5,4,No
24,1448,1,1,3,1,2,3202,0,6,4,3,5,3,4,Yes
34,296,6,4,1,1,3,2351,1,3,3,2,2,2,0,Yes
38,1490,2,4,3,1,4,1702,1,1,3,3,1,0,0,No
40,1398,2,3,3,5,3,18041,0,21,2,3,20,15,12,No
26,1349,23,1,3,1,4,2886,2,3,3,1,3,2,2,No
30,1400,3,3,3,1,4,2097,1,9,3,1,5,3,4,No
29,986,3,2,2,3,3,11935,0,10,2,3,10,2,7,No
29,408,25,3,2,1,2,2546,0,6,2,4,2,2,1,Yes
19,489,2,1,2,1,4,2564,0,1,3,4,1,0,0,Yes
30,1398,22,3,3,3,1,8412,0,10,3,3,9,8,8,No
57,210,29,1,2,4,4,14118,1,32,3,2,1,0,0,No
50,1099,29,2,2,4,3,17046,1,28,2,3,27,10,7,No
30,1116,2,3,3,1,4,2564,0,12,2,2,11,7,7,No
60,1499,28,3,2,3,1,10266,0,22,5,4,18,13,11,No
47,983,2,1,3,2,4,5070,3,20,2,3,5,0,4,No
46,1009,2,1,3,4,3,17861,0,26,2,1,3,2,1,No
35,144,22,4,1,1,3,4230,0,6,2,3,5,4,3,No
54,548,8,3,3,2,3,3780,0,19,3,3,1,0,0,No
34,1303,2,4,2,1,3,2768,1,14,3,3,7,3,7,No
46,1125,10,3,2,3,4,9071,1,15,3,3,3,2,2,No
31,1274,9,3,3,3,2,10648,1,13,6,4,13,8,8,No
33,1277,15,2,3,3,3,13610,0,15,2,4,7,6,7,Yes
33,587,10,1,1,1,4,3408,3,8,2,3,4,3,3,Yes
30,413,7,4,3,1,2,2983,0,4,3,3,3,2,2,No
35,1276,16,4,3,3,3,7632,0,10,2,3,8,7,0,No
31,534,20,1,3,3,3,9824,0,12,2,3,1,0,0,Yes
34,988,23,2,3,3,1,9950,3,11,2,3,3,2,2,Yes
42,1474,5,2,3,1,3,2093,1,8,4,3,2,2,0,No
36,635,10,2,3,3,4,9980,0,10,3,2,10,3,7,No
22,1368,4,3,2,1,3,3894,0,4,3,3,2,2,2,Yes
48,163,2,2,3,2,4,4051,1,14,2,3,9,7,7,No
55,1117,18,1,3,4,2,16835,0,37,2,3,10,9,7,No
41,267,10,4,3,2,4,6230,0,16,3,3,14,3,10,No
35,619,1,2,3,2,3,4717,0,15,2,3,11,9,9,No
40,302,6,2,3,4,3,13237,0,22,3,3,20,6,13,No
39,443,8,3,3,1,3,3755,1,8,3,3,8,3,7,No
31,828,2,2,3,2,4,6582,0,10,2,4,6,5,5,No
42,319,24,4,3,3,1,7406,1,10,5,2,10,9,8,No
45,561,2,4,3,2,2,4805,1,9,3,4,8,7,7,No
26,426,17,2,3,1,3,2741,1,8,2,2,7,7,0,Yes
29,232,19,4,3,2,4,4262,2,8,2,4,3,2,2,No
33,922,1,1,4,4,3,16184,1,10,2,3,6,1,5,No
31,688,7,3,2,3,4,11557,1,10,3,2,5,4,1,No
18,1306,5,2,3,1,2,1878,0,0,3,3,0,0,0,Yes
40,1094,28,3,1,3,1,10932,1,20,2,3,1,0,1,No
41,509,2,1,2,2,3,6811,0,10,3,3,8,7,7,No
26,775,29,1,3,2,3,4306,2,8,5,3,0,0,0,No
35,195,1,1,3,2,3,4859,0,5,3,3,5,4,3,No
34,258,21,4,4,2,4,5337,0,10,3,3,10,7,7,No
26,471,24,3,1,1,4,2340,0,1,3,1,1,0,0,Yes
37,799,1,2,3,3,4,7491,0,12,3,4,6,5,2,No
46,1034,18,1,3,3,3,10527,0,28,3,2,2,2,2,No
41,1276,2,2,3,4,1,16595,1,22,2,3,18,16,8,No
37,142,9,1,3,3,2,8834,1,9,6,3,9,5,7,No
52,956,6,4,3,2,1,5577,2,18,3,3,10,9,9,No
32,1474,11,4,4,2,3,4707,0,6,2,3,4,2,2,Yes
24,535,24,4,3,1,4,2400,2,3,3,3,2,2,1,No
38,1495,10,3,3,2,3,9824,1,18,4,3,1,0,0,No
37,446,1,2,3,2,2,6447,1,8,2,2,6,5,3,No
49,1245,18,4,2,5,3,19502,1,31,5,3,31,9,9,No
24,691,23,2,4,1,4,2725,2,6,3,3,6,5,4,No
26,703,28,1,3,2,2,6272,2,6,5,4,5,3,4,No
24,823,17,4,2,1,2,2127,1,1,2,3,1,0,0,No
50,1246,3,1,3,5,2,18200,1,32,2,3,32,5,7,No
25,622,13,2,3,1,3,2096,0,7,1,3,7,4,6,No
24,1287,7,1,3,1,3,2886,1,6,4,3,6,3,2,Yes
30,448,12,2,2,1,1,2033,1,1,2,4,1,0,0,Yes
34,254,1,2,2,1,4,3622,1,6,3,3,6,5,3,No
31,1365,13,2,3,2,1,4233,0,9,2,1,3,1,2,Yes
35,538,25,1,2,2,4,3681,0,9,3,3,3,2,2,No
31,525,6,1,4,2,4,5460,2,13,4,4,7,7,7,No
27,798,6,1,2,1,3,2187,2,6,5,2,5,3,3,No
37,558,2,4,3,2,3,9602,1,17,3,2,3,0,0,No
20,959,1,4,2,1,2,2836,0,1,0,4,1,0,0,No
42,622,2,3,3,2,4,4089,2,10,4,3,10,2,2,No
43,782,6,2,2,4,4,16627,1,21,3,2,1,0,0,No
38,362,1,3,3,1,1,2619,0,8,3,2,0,0,0,No
43,1001,9,4,3,2,3,5679,1,10,3,3,8,7,7,No
48,1236,1,4,2,4,1,15402,1,21,3,1,3,2,2,No
44,1112,1,1,2,2,3,5985,0,10,1,4,2,2,2,No
34,204,14,3,3,1,3,2579,2,8,3,3,8,2,6,No
27,1420,2,3,3,1,1,3041,1,5,3,3,4,3,2,Yes
21,1343,22,3,3,1,3,3447,0,3,2,3,3,2,2,No
44,1315,3,4,3,5,4,19513,1,26,2,4,2,2,1,No
22,604,6,1,3,1,3,2773,0,3,3,3,2,2,2,No
33,1216,8,3,3,2,3,7104,0,6,3,3,5,0,2,No
32,646,9,1,3,2,4,6322,1,6,2,2,6,4,5,No
30,160,3,3,3,1,3,2083,1,1,2,3,1,0,0,No
53,238,1,4,3,2,1,8381,0,18,2,4,14,7,10,No
34,1397,1,2,3,1,4,2691,1,10,4,2,10,9,8,No
45,306,26,1,3,2,1,4286,2,5,4,3,1,1,0,Yes
26,991,6,3,3,1,4,2659,1,3,2,3,3,2,2,No
37,482,3,3,3,3,3,9434,1,10,2,3,10,7,8,No
29,1176,3,2,3,2,3,5561,1,6,5,2,6,0,2,No
35,1017,6,2,1,2,4,6646,0,17,3,3,17,11,8,No
33,1296,6,3,3,2,4,7725,1,15,2,1,13,11,7,No
54,397,19,3,3,3,2,10725,1,16,1,4,9,7,1,No
36,913,9,2,2,2,2,8847,1,13,2,3,3,2,2,No
27,1115,3,1,2,1,4,2045,0,5,0,3,4,2,1,No
20,1362,10,4,3,1,3,1009,0,1,5,3,1,0,1,Yes
33,1076,3,1,3,1,1,3348,0,10,3,3,10,8,7,Yes
35,727,3,3,2,1,3,1281,2,1,3,3,1,0,0,No
23,885,4,1,4,1,1,2819,1,5,3,4,3,2,2,No
25,810,8,4,4,2,2,4851,1,4,4,3,3,2,2,No
38,243,7,4,2,2,4,4028,0,8,2,3,7,7,5,No
29,806,1,2,1,1,4,2720,1,10,5,3,10,7,8,No
48,817,2,2,4,2,2,8120,0,12,3,3,2,2,2,No
27,1410,3,4,4,2,4,4647,2,6,3,3,6,5,4,No
37,1225,10,4,4,1,4,4680,0,4,2,3,1,0,0,No
50,1207,28,4,4,1,3,3221,3,20,3,3,20,8,8,No
34,1442,9,4,2,3,2,8621,0,9,3,4,8,7,7,No
24,693,3,1,3,2,3,4577,0,4,3,3,2,2,0,Yes
39,408,2,4,2,2,3,4553,0,20,4,3,20,7,10,No
32,929,10,4,3,2,4,5396,0,10,2,2,10,7,8,No
50,562,8,2,3,2,3,6796,1,18,4,3,4,3,3,Yes
38,827,1,2,4,2,4,7625,0,10,4,2,9,7,8,No
27,608,1,3,3,3,1,7412,0,9,3,3,9,7,7,No
32,1018,3,3,3,3,4,11159,0,10,6,3,7,7,7,No
47,703,14,4,3,2,1,4960,0,20,2,3,7,7,7,No
40,580,5,4,2,3,1,10475,1,20,2,3,18,13,12,No
53,970,7,3,4,4,3,14814,0,32,3,3,5,1,3,No
41,427,10,2,2,5,4,19141,3,23,2,2,21,6,6,No
60,1179,16,1,3,2,1,5405,0,10,1,3,2,2,2,No
27,294,10,4,3,3,1,8793,2,9,4,2,9,7,7,No
41,314,1,4,2,5,3,19189,1,22,3,3,22,7,10,No
50,316,8,4,3,1,2,3875,1,4,2,3,2,2,2,No
28,654,1,1,1,1,2,2216,0,10,4,3,7,7,7,Yes
36,427,8,1,4,3,1,11713,1,10,2,3,8,7,5,No
38,168,1,3,3,3,3,7861,0,10,4,4,1,0,0,No
44,381,24,1,1,1,3,3708,0,9,5,3,5,2,4,No
47,217,3,4,3,4,3,13770,2,28,2,2,22,2,13,No
30,501,27,3,3,2,4,5304,1,10,2,2,8,7,7,No
29,1396,10,3,3,1,3,2642,0,1,6,3,1,0,0,No
42,933,19,3,4,1,3,2759,0,7,2,3,2,2,2,Yes
43,775,15,4,2,2,4,6804,1,7,5,3,2,2,2,No
34,970,8,2,3,2,3,6142,0,10,2,3,5,1,3,No
23,650,9,2,3,1,1,2500,1,5,2,4,4,3,2,No
39,141,3,3,4,2,2,6389,1,12,3,1,8,3,6,No
56,832,9,3,3,4,4,11103,0,30,1,2,10,7,1,No
40,804,2,4,2,1,4,2342,0,5,2,2,4,2,3,No
27,975,7,4,2,2,1,6811,0,9,2,1,7,6,7,No
29,1090,10,4,3,1,2,2297,2,2,2,3,2,2,2,No
53,346,6,4,3,2,4,2450,0,19,4,3,2,2,2,No
35,1225,2,4,3,2,1,5093,1,16,2,4,1,0,0,No
32,430,24,1,3,2,4,5309,2,10,2,3,10,8,7,No
38,268,2,4,3,1,3,3057,1,6,0,1,1,0,1,No
34,167,8,2,3,2,1,5121,1,7,3,3,0,0,0,No
52,621,3,3,2,4,1,16856,0,34,3,4,34,6,16,No
33,527,1,4,3,1,4,2686,0,10,2,2,10,9,8,Yes
25,883,26,3,3,2,4,6180,0,6,5,2,6,5,4,No
45,954,2,2,1,2,3,6632,0,9,3,3,8,7,1,No
23,310,10,1,4,1,3,3505,0,2,3,3,2,2,2,No
47,719,27,2,4,2,3,6397,0,8,2,3,5,4,3,Yes
34,304,2,4,3,2,4,6274,0,6,5,3,6,5,4,No
55,725,2,4,3,5,1,19859,1,24,2,3,5,2,4,Yes
36,1434,8,1,2,3,1,7587,0,10,1,3,10,7,9,No
52,715,19,4,3,1,4,4258,1,5,3,3,4,3,2,No
26,575,1,1,1,1,4,4364,1,5,2,3,2,2,0,No
29,657,27,2,3,2,3,4335,1,11,3,2,8,7,1,No
26,1146,8,4,2,2,1,5326,0,6,2,2,4,3,2,Yes
34,182,1,2,4,1,4,3280,0,10,2,3,4,2,3,No
54,376,19,4,3,2,1,5485,2,9,4,3,5,3,4,No
27,829,8,3,3,2,4,4342,1,5,3,3,4,2,1,No
37,571,10,4,3,1,1,2782,2,6,3,2,5,3,3,No
38,240,2,1,4,2,1,5980,0,17,2,3,15,7,12,No
34,121,2,3,2,1,1,4381,0,6,3,3,6,5,3,No
35,384,8,1,3,1,4,2572,1,3,1,2,3,2,2,No
30,921,1,4,1,1,3,3833,2,7,2,3,2,2,2,No
40,791,2,3,4,2,2,4244,1,8,2,3,8,7,7,No
34,1111,8,3,3,2,1,6500,1,6,1,3,3,2,2,No
42,570,8,2,3,5,4,18430,1,24,4,2,24,7,9,No
23,1243,6,3,4,1,1,1601,2,1,2,3,0,0,0,Yes
24,1092,9,3,2,1,2,2694,3,1,4,3,1,0,0,No
52,1325,11,4,3,2,3,3149,1,9,3,3,5,2,4,No
50,691,2,3,3,4,3,17639,0,30,3,3,4,3,3,No
29,805,1,2,2,1,1,2319,1,1,1,3,1,0,0,Yes
33,213,7,3,3,3,3,11691,0,14,3,4,13,9,7,No
33,118,16,1,3,2,1,5324,0,6,3,3,3,2,2,Yes
47,202,2,3,3,4,4,16752,1,26,3,2,26,14,0,No
36,676,1,3,3,2,2,5228,1,10,2,3,9,7,5,No
29,1252,23,3,4,1,3,2700,1,10,3,3,10,7,7,No
58,286,2,4,3,5,2,19246,0,40,2,3,31,15,8,Yes
35,1258,1,4,4,1,3,2506,0,7,0,3,2,2,2,No
42,932,1,4,2,2,4,6062,1,8,4,3,4,3,2,No
28,890,2,3,3,1,3,4382,0,5,3,2,2,2,1,Yes
36,1041,13,3,3,1,2,2143,1,8,2,3,5,2,4,No
32,859,4,3,2,2,3,6162,1,14,3,3,14,13,8,No
40,720,16,1,2,2,3,5094,0,10,6,3,1,0,0,No
30,946,2,3,2,2,4,6877,0,12,4,2,0,0,0,No
45,252,2,2,2,1,3,2274,0,1,3,3,1,0,0,No
42,933,29,2,3,2,2,4434,1,10,3,2,9,8,8,No
38,471,12,1,2,2,1,6288,1,13,3,2,4,3,2,No
34,702,16,3,2,1,4,2553,0,6,3,3,5,2,3,No
49,1184,11,3,3,3,4,7654,2,9,3,4,9,8,7,Yes
55,436,2,3,3,2,4,5160,0,12,3,2,9,7,3,Yes
43,589,14,2,3,4,1,17159,1,22,3,3,4,1,0,No
27,269,5,3,2,3,4,12808,1,9,3,3,9,8,8,No
35,950,7,3,3,3,3,10221,0,17,3,4,8,5,6,No
28,760,2,2,3,2,2,4779,0,8,2,3,8,7,5,No
34,829,3,3,3,1,4,3737,1,4,1,1,3,2,2,No
26,887,5,3,2,1,3,2366,1,8,2,3,8,7,7,Yes
27,443,3,4,3,1,4,1706,3,0,6,2,0,0,0,No
51,1318,26,1,3,4,3,16307,1,29,2,2,20,6,17,No
44,625,4,4,3,2,2,5933,0,10,2,2,5,2,3,No
25,180,2,1,4,1,1,3424,0,6,3,2,4,3,1,No
33,586,1,1,4,2,1,4037,1,9,5,3,9,8,8,No
35,1343,27,3,2,1,1,2559,0,6,3,2,6,5,1,No
36,928,1,2,3,2,4,6201,1,18,1,2,18,14,11,No
32,117,13,2,3,2,4,4403,1,8,3,2,5,2,3,No
30,1012,5,2,2,1,4,3761,1,10,3,2,5,4,3,No
53,661,7,1,2,3,4,10934,1,35,3,3,5,2,4,No
45,930,9,4,3,3,1,10761,1,18,2,3,5,4,2,No
32,638,8,3,4,2,3,5175,1,9,3,2,5,3,3,No
52,890,25,3,2,4,4,13826,0,31,3,3,9,8,0,No
37,342,16,4,2,2,3,6334,2,9,2,3,1,0,0,No
28,1169,8,2,2,1,4,4936,1,6,6,3,5,1,4,No
22,1230,1,4,2,2,4,4775,2,4,2,1,2,2,2,No
44,986,8,1,4,1,4,2818,1,10,2,2,3,2,2,No
42,1271,2,2,3,1,4,2515,0,8,2,3,2,1,2,No
36,1278,8,1,2,1,1,2342,0,6,3,3,5,4,3,No
25,141,3,3,3,2,1,4194,0,5,3,3,5,3,3,No
35,607,9,4,2,3,3,10685,1,17,2,3,17,14,15,No
35,130,25,4,3,1,2,2022,1,10,3,2,10,2,8,Yes
32,300,1,4,3,1,4,2314,1,4,2,3,3,0,2,No
25,583,4,3,2,2,1,4256,0,5,1,4,5,2,3,No
49,1418,1,3,3,1,1,3580,1,7,2,3,4,2,2,No
24,1269,4,1,2,1,4,3162,0,6,2,2,5,2,4,No
32,379,5,2,3,2,2,6524,1,10,3,3,10,8,3,No
38,395,9,2,2,1,2,2899,1,3,3,3,2,2,2,No
42,1265,3,3,4,2,4,5231,1,17,1,2,5,3,3,No
31,1222,11,4,3,1,4,2356,1,8,2,3,6,4,2,No
29,341,1,2,2,1,3,2800,3,5,3,3,3,2,2,Yes
53,868,8,1,3,4,4,11836,1,28,3,3,2,0,2,No
35,672,25,4,2,3,2,10903,0,16,2,3,13,10,8,No
37,1231,21,3,3,1,4,2973,1,10,3,3,5,4,0,No
53,102,23,4,3,4,4,14275,0,33,0,3,12,9,8,No
43,422,1,4,3,2,4,5562,1,12,2,2,5,2,2,No
47,249,2,3,3,2,4,4537,1,8,2,3,7,6,7,No
37,1252,19,1,3,3,2,7642,0,10,2,3,10,0,9,No
50,881,2,1,3,4,1,17924,1,31,3,3,31,6,7,No
39,1383,2,4,2,2,4,5204,2,13,2,3,5,4,4,No
33,1075,3,4,3,1,2,2277,1,7,4,4,4,3,3,No
32,374,25,1,3,1,4,2795,0,1,2,1,1,0,1,Yes
29,1086,7,1,2,1,4,2532,3,8,5,3,4,3,3,No
44,661,9,2,3,1,1,2559,0,8,0,3,8,7,1,No
28,821,5,1,3,2,4,4908,0,4,3,3,4,2,2,No
58,781,2,4,2,1,4,2380,1,3,3,2,1,0,0,Yes
43,177,8,1,3,2,2,4765,1,4,2,4,1,0,0,No
20,500,2,3,2,1,3,2044,0,2,3,2,2,2,2,Yes
21,1427,18,4,3,1,4,2693,0,1,3,2,1,0,0,Yes
36,1425,14,3,3,2,4,6586,1,17,2,2,16,8,11,No
47,1454,2,4,2,1,4,3294,0,3,3,2,3,2,2,No
22,617,3,2,3,2,3,4171,1,4,3,4,3,2,2,Yes
41,1085,2,2,1,1,4,2778,1,10,1,2,7,7,0,Yes
28,995,9,3,3,1,3,2377,1,6,2,3,2,2,2,No
39,1122,6,4,3,1,1,2404,0,8,2,1,2,2,2,Yes
27,618,4,2,3,1,3,2318,0,1,2,3,1,1,0,No
34,546,10,2,3,1,2,2008,2,1,3,3,1,0,0,No
42,462,14,3,2,2,3,6244,0,10,6,3,5,4,3,No
33,1198,1,3,2,1,1,2799,0,6,1,3,3,2,2,No
58,1272,5,3,2,3,2,10552,1,24,3,3,6,0,4,No
31,154,7,2,2,1,3,2329,0,13,2,4,7,7,2,No
35,1137,21,4,3,2,4,4014,1,10,2,1,10,6,7,No
49,527,8,1,3,3,2,7403,1,29,3,2,26,9,7,No
48,1469,20,4,3,1,3,2259,2,13,2,2,0,0,0,No
31,1188,20,4,3,2,3,6932,1,9,2,2,9,8,0,No
36,188,7,2,3,1,4,4678,0,8,6,3,6,2,1,No
38,1333,1,4,3,3,1,13582,1,15,3,3,15,12,11,No
32,1184,1,3,2,1,2,2332,0,5,3,3,3,0,2,No
25,867,19,3,2,1,2,2413,3,1,2,3,1,0,0,Yes
40,658,10,1,2,3,2,9705,1,11,2,2,1,0,0,No
26,1283,1,3,2,2,1,4294,0,7,2,3,7,7,7,No
41,263,6,4,3,1,1,4721,0,20,3,3,18,13,17,No
36,938,2,3,3,1,3,2519,0,16,6,3,11,8,9,No
19,419,21,4,2,1,2,2121,0,1,3,4,1,0,0,Yes
20,129,4,1,3,1,1,2973,0,1,2,3,1,0,0,Yes
31,616,12,4,3,2,4,5855,2,10,2,1,9,7,5,No
40,1469,9,4,3,1,2,3617,1,3,2,3,1,1,0,No
32,498,3,3,3,2,1,6725,1,8,2,4,8,7,3,No
36,530,3,3,2,3,4,10325,1,16,6,3,16,7,7,Yes
33,1069,1,2,2,2,4,6949,0,6,3,3,5,0,4,No
37,625,1,1,2,3,3,10609,0,17,2,1,14,1,7,Yes
45,805,4,3,3,2,2,4447,0,9,5,2,9,7,8,No
29,1404,20,3,3,1,4,2157,1,3,5,3,3,1,2,No
35,1219,18,3,3,2,3,4601,0,5,3,3,5,2,0,No
52,1053,1,4,3,4,4,17099,1,26,2,2,9,8,8,No
58,289,2,4,3,1,3,2479,0,7,4,3,1,0,0,Yes
53,1376,2,3,3,4,3,14852,1,22,3,4,17,13,2,No
30,231,8,3,3,3,3,7264,1,10,2,4,8,4,7,No
38,152,10,3,3,2,4,5666,0,6,1,3,5,3,3,No
35,882,3,4,3,3,4,7823,1,12,2,3,10,9,8,No
39,903,2,1,4,3,3,7880,0,9,3,3,8,7,7,No
40,1479,24,2,4,4,2,13194,0,22,2,2,1,0,0,Yes
47,1379,16,3,4,2,3,5067,0,20,3,4,19,10,7,No
36,1229,8,1,3,2,4,5079,2,12,3,3,7,7,7,No
31,335,9,3,2,1,1,2321,0,4,0,3,3,2,2,Yes
33,722,17,4,3,4,3,17444,0,10,2,3,10,8,0,No
29,906,10,4,2,1,1,2404,0,3,5,3,0,0,0,Yes
33,461,13,2,3,1,4,3452,0,5,4,3,3,2,2,No
45,974,1,4,3,1,4,2270,2,8,2,3,5,3,2,No
50,1126,1,4,3,4,4,17399,1,32,1,2,5,4,3,No
33,827,1,3,4,2,2,5488,1,6,2,3,6,5,2,No
41,840,9,1,3,5,3,19419,1,21,2,4,18,16,11,No
27,1134,16,3,3,1,2,2811,1,4,2,3,2,2,2,No
45,248,23,4,3,2,1,3633,1,9,2,3,9,8,8,No
47,955,4,4,3,2,4,4163,0,9,0,3,9,0,7,No
30,138,22,1,3,1,3,2132,0,7,2,3,5,2,1,Yes
50,939,24,4,3,4,3,13973,1,22,2,3,12,11,5,No
38,1391,10,3,3,1,3,2684,1,3,0,2,2,1,2,No
46,566,7,4,3,3,3,10845,1,13,3,3,8,7,7,No
24,1206,17,4,2,2,3,4377,2,5,6,3,4,2,2,No
35,622,14,3,2,1,2,3743,1,5,2,1,4,2,2,Yes
31,853,1,3,3,2,1,4148,1,4,1,3,4,3,3,No
18,287,5,2,3,1,4,1051,0,0,2,3,0,0,0,No
54,1441,17,3,3,3,3,10739,1,22,2,3,10,7,8,No
35,583,25,3,3,3,3,10388,1,16,3,2,16,10,1,No
30,153,8,2,4,3,1,11416,3,9,4,2,8,7,7,No
20,1097,11,4,2,1,1,2600,0,1,2,3,1,0,0,Yes
30,109,5,2,3,1,2,2422,0,4,3,3,3,2,2,Yes
26,1066,2,4,4,2,4,5472,0,8,2,3,8,7,3,No
22,217,8,2,1,1,1,2451,1,4,3,2,4,3,1,No
48,277,6,1,2,2,3,4240,0,19,0,3,2,2,2,No
48,1355,4,3,2,3,3,10999,0,27,3,3,15,11,8,No
41,549,7,4,3,2,3,5003,0,8,6,3,2,2,1,No
39,466,1,4,2,4,4,12742,1,21,3,3,21,6,8,No
27,1055,2,1,3,2,4,4227,1,4,2,3,3,2,2,No
35,802,10,2,3,1,4,3917,1,3,4,2,3,2,2,No
42,265,5,4,3,5,3,18303,0,21,3,4,1,0,0,No
50,804,9,1,3,1,4,2380,0,8,5,3,1,0,0,No
59,715,2,3,2,4,4,13726,0,30,4,3,5,3,3,No
37,1141,11,1,1,2,2,4777,0,15,2,1,1,0,0,Yes
55,135,18,3,3,2,2,6385,2,17,3,3,8,7,7,No
41,247,7,2,1,5,3,19973,2,21,3,3,21,16,10,No
38,1035,3,2,3,2,4,6861,0,19,1,3,1,0,0,No
26,265,29,2,1,2,1,4969,0,7,6,3,2,2,2,Yes
52,266,2,1,1,5,4,19845,1,33,3,3,32,14,9,Yes
44,1448,28,4,4,4,4,13320,1,23,2,3,12,11,11,No
50,145,1,4,3,2,3,6347,1,19,3,3,18,7,13,No
36,885,16,3,4,1,1,2743,0,18,1,3,17,13,14,Yes
39,945,22,4,3,3,1,10880,0,21,2,3,21,6,8,No
33,1038,8,2,2,1,4,2342,0,3,2,2,2,2,2,No
45,1234,11,4,3,4,4,17650,1,26,4,4,9,3,1,No
32,1109,29,4,3,1,3,4025,0,10,2,3,8,7,7,No
34,216,1,2,4,2,4,9725,1,16,2,2,15,1,9,No
59,1089,1,2,3,3,4,11904,1,14,1,1,6,4,4,No
45,788,24,2,3,1,2,2177,0,6,3,3,6,3,4,No
53,124,2,3,2,3,2,7525,1,30,2,3,15,7,12,No
36,660,15,1,3,2,3,4834,1,9,3,2,1,0,0,Yes
26,342,2,1,3,1,1,2042,1,6,2,3,3,2,2,Yes
34,1333,10,3,3,1,3,2220,1,1,2,3,1,1,0,No
28,1144,10,4,3,1,2,1052,0,1,5,3,1,0,0,No
38,1186,3,3,3,1,3,2821,1,8,2,3,2,2,2,No
50,1464,2,2,3,5,3,19237,1,29,2,2,8,1,7,No
37,124,3,4,3,2,2,4107,0,8,3,2,4,3,1,No
40,300,26,3,3,2,1,8396,1,8,3,2,7,7,5,No
26,921,1,1,2,1,3,2007,2,5,5,3,5,3,3,No
46,430,1,4,3,5,4,19627,2,23,0,3,2,2,2,No
54,1082,2,3,2,3,3,10686,1,13,4,3,9,4,0,No
56,1240,9,1,3,1,3,2942,1,18,4,3,5,4,3,No
36,796,12,4,2,3,4,8858,0,15,2,2,14,8,8,No
55,444,2,3,2,4,1,16756,0,31,3,4,9,7,2,No
43,415,25,3,2,3,4,10798,1,18,5,3,1,0,0,No
20,769,9,4,3,1,4,2323,0,2,3,3,2,2,2,Yes
21,1334,10,3,2,1,1,1416,0,1,6,2,1,0,0,Yes
46,1003,8,4,2,2,1,4615,3,19,2,3,16,13,7,No
51,1323,4,1,3,1,3,2461,3,18,2,4,10,0,7,Yes
28,1366,24,2,2,3,1,8722,0,10,2,2,10,7,9,Yes
26,192,1,1,2,1,1,3955,2,6,2,3,5,3,3,No
30,1176,20,3,3,2,1,9957,1,7,1,2,6,2,2,No
41,509,7,2,4,1,3,3376,0,10,3,3,10,6,8,No
38,330,17,3,2,3,3,8823,1,20,4,2,19,9,9,No
40,1492,20,1,3,3,4,10322,1,14,6,3,11,10,1,No
27,1277,8,1,1,1,3,4621,3,3,4,3,3,2,2,No
55,1091,2,4,3,3,2,10976,1,23,4,3,3,2,2,No
28,857,10,3,3,2,3,3660,0,10,4,4,8,7,7,No
44,1376,1,2,2,3,1,10482,1,24,1,3,20,6,6,Yes
33,654,5,4,2,3,4,7119,1,9,2,3,3,2,2,No
35,1204,4,4,3,3,1,9582,0,9,2,3,8,7,7,Yes
33,827,29,1,2,2,3,4508,0,14,4,3,13,7,8,Yes
28,895,15,1,3,1,3,2207,1,4,5,2,4,2,2,No
34,618,3,1,3,2,4,7756,0,7,1,2,6,2,4,No
37,309,10,4,2,2,4,6694,3,8,5,3,1,0,0,No
25,1219,4,4,3,1,4,3691,1,7,3,4,7,7,6,Yes
26,1330,21,1,3,1,3,2377,1,1,0,2,1,1,0,Yes
33,1017,25,1,2,1,2,2313,0,5,0,3,2,2,2,Yes
42,469,2,4,3,4,1,17665,1,23,3,3,22,6,7,No
28,1009,1,1,2,1,2,2596,2,1,2,3,1,0,0,Yes
50,959,1,4,3,2,3,4728,0,5,4,3,0,0,0,Yes
33,970,7,4,3,2,2,4302,1,4,3,3,3,2,2,No
34,697,3,3,2,1,4,2979,3,6,2,3,0,0,0,No
48,1262,1,1,4,4,4,16885,0,27,3,2,5,4,1,No
45,1050,9,2,2,2,3,5593,1,15,2,3,15,10,12,No
52,994,7,2,3,3,2,10445,0,18,4,3,8,6,0,No
38,770,10,3,2,3,3,8740,2,9,2,3,8,7,7,No
29,1107,28,3,3,1,4,2514,1,11,1,3,7,5,7,No
28,950,3,4,3,3,2,7655,3,10,3,2,9,7,7,No
46,406,3,1,3,4,3,17465,1,23,3,3,12,9,9,No
38,130,2,4,3,3,2,7351,0,10,2,3,1,0,0,No
43,1082,27,3,3,3,1,10820,1,18,1,3,8,7,1,No
39,203,2,1,3,4,4,12169,3,21,4,3,18,7,5,Yes
40,1308,14,3,2,5,3,19626,0,21,2,4,20,7,9,No
21,984,1,4,2,1,2,2070,0,2,6,4,2,2,2,No
39,439,9,3,3,2,2,6782,0,9,2,2,5,4,3,No
36,217,18,1,3,2,4,7779,0,18,0,3,11,9,9,No
